sample_id,b1_mae,b1_rmse,b1_d1,b1_px,b2_mae,b2_rmse,b2_d1,b2_px,b3_mae,b3_rmse,b3_d1,b3_px,b4_mae,b4_rmse,b4_d1,b4_px,b5_mae,b5_rmse,b5_d1,b5_px,b6_mae,b6_rmse,b6_d1,b6_px,all_mae,all_rmse,all_d1,all_px
environment_1/00107,0.277184,0.346262,0.982257,7327,0.327337,0.735105,0.842658,20948,0.528219,0.991265,0.892771,18689,0.965061,1.542041,0.827305,11141,2.231396,3.088486,0.651278,14275,4.686724,6.162971,0.486353,4470,1.071105,2.17336,0.809655,76850
environment_1/00108,,,,0,0.161684,0.495691,0.969047,23067,0.456101,0.901444,0.898388,19604,1.044675,1.649245,0.735306,9732,2.161636,3.029247,0.643999,18073,5.353103,6.819744,0.412507,5549,1.20499,2.491659,0.803012,76025
environment_1/00109,2.359125,2.363174,0.0,21,0.446417,0.945815,0.882938,28045,1.42742,2.250059,0.63469,18691,1.673467,2.251408,0.617494,11307,3.110346,3.960285,0.471068,15208,7.950696,8.989335,0.158572,4509,1.816934,3.166789,0.661935,77781
environment_1/00110,2.177998,3.642776,0.520163,9547,0.43424,0.712942,0.89566,26270,1.335031,1.900746,0.641256,15479,2.248081,2.712036,0.43699,12371,4.506908,5.182009,0.264448,9915,9.04584,9.709547,0.083493,4683,2.143033,3.565012,0.59848,78265
environment_1/00111,0.952954,2.177555,0.577381,6216,0.722314,1.217348,0.698699,26744,1.112926,1.688095,0.669939,17518,1.799149,2.312196,0.533503,13387,2.882052,3.906296,0.537697,8648,8.778631,9.724411,0.168744,5215,1.795069,3.239512,0.600594,77728
environment_1/00112,0.329808,1.161103,0.884697,14154,0.805862,1.63548,0.728956,24140,1.216814,1.882033,0.655723,17027,1.77979,2.578094,0.59993,11368,3.339425,4.647594,0.493673,5058,8.686922,9.868737,0.177834,5522,1.681566,3.348881,0.667577,77269
environment_1/00113,0.324476,0.650521,0.830945,9003,0.583808,1.107453,0.785756,28995,1.129474,1.92018,0.727699,18542,1.652733,2.438305,0.640327,11010,4.949013,6.329471,0.338111,5930,8.100664,9.187456,0.173087,3946,1.553753,3.09954,0.690918,77426
environment_1/00114,1.983226,2.499505,0.119893,4504,0.389695,1.0819,0.910332,25126,0.916667,1.475379,0.76885,25079,1.370643,1.994329,0.681081,6475,3.635505,4.565861,0.377038,8527,7.358512,8.42846,0.216758,5287,1.606608,3.035912,0.686232,74998
environment_1/00115,2.705244,4.084001,0.350211,8749,0.282747,0.595604,0.907109,22338,1.678141,3.071507,0.698325,22143,2.117153,3.015069,0.49318,5205,4.409472,5.683167,0.382457,8801,8.214414,9.963129,0.296716,5207,2.205089,4.088917,0.638681,72443
environment_1/00116,3.177739,3.21609,0.0,733,0.702126,1.544158,0.839671,28061,0.886077,1.283941,0.71975,16942,1.969218,2.627938,0.571889,6204,3.820312,4.856868,0.445922,12630,7.332111,8.962527,0.305825,5974,2.003192,3.617321,0.662891,70544
environment_1/00117,1.891972,1.893128,0.0,9,0.731756,1.61736,0.801855,35040,0.774266,1.269666,0.751736,9361,2.355293,3.116104,0.520529,7404,3.417243,4.609442,0.516888,11813,9.019776,10.383205,0.202982,6976,2.176028,4.091214,0.658754,70603
environment_1/00118,0.512916,0.672327,0.624605,16777,1.184155,1.665254,0.37252,26608,2.042349,2.66196,0.485135,6660,2.414732,3.263656,0.559388,6205,5.816557,6.686303,0.195476,9771,12.061455,12.622903,0.008904,6626,2.828079,4.819273,0.400044,72647
environment_1/00119,0.524649,1.272736,0.710046,27425,0.558202,1.333796,0.790332,11523,1.229252,2.090022,0.689921,8701,1.497961,2.331262,0.739271,7713,2.493957,3.799166,0.678825,10857,7.03322,8.624445,0.30501,6567,1.598305,3.294536,0.682247,72786
environment_1/00120,0.091108,0.352037,0.817243,19846,0.265061,0.533446,0.973543,16177,0.890231,1.555514,0.841339,10576,0.924232,1.552165,0.90851,9083,2.410537,3.600221,0.702101,11373,4.505515,5.517406,0.463182,6505,1.096103,2.331813,0.817238,73560
environment_1/00121,,,,0,0.841345,2.215918,0.855246,20711,0.372859,0.74545,0.923003,11442,0.76301,1.353323,0.902758,10952,1.831428,2.493661,0.741828,16489,4.497367,5.572775,0.462894,7546,1.402791,2.631683,0.802592,67140
environment_1/00122,,,,0,0.63891,1.916983,0.896325,18693,0.494284,1.106872,0.872251,13597,0.57858,0.972857,0.932018,9782,1.776682,2.395472,0.724165,17815,4.619459,5.848703,0.455151,7804,1.359493,2.617556,0.800476,67691
environment_1/00123,5.408184,5.410283,0.0,34,0.05139,0.108154,0.99764,16948,0.461039,1.013396,0.915339,17824,0.714045,1.268137,0.817667,6883,1.380243,2.149659,0.825489,18612,4.227874,5.518278,0.47061,8030,1.080419,2.298815,0.848722,68331
environment_1/00124,,,,0,0.119901,0.478207,0.965876,18345,0.260196,0.608246,0.948618,17866,0.689605,1.198729,0.893662,10965,1.781156,2.629673,0.696462,15349,4.849966,6.167511,0.419881,7052,1.091606,2.400551,0.83529,69577
environment_1/00125,,,,0,0.207732,0.599005,0.966787,23515,0.350053,0.755274,0.938429,11775,0.861037,1.391225,0.87808,17290,1.983395,2.890086,0.655639,11003,4.570247,6.070112,0.492805,6254,1.063901,2.304732,0.848576,69837
environment_1/00126,,,,0,0.219893,0.701055,0.946089,17603,0.359781,0.72456,0.955613,15207,1.077129,1.643579,0.816737,17243,2.094762,2.866881,0.667162,11450,5.309364,6.684047,0.387254,6559,1.274192,2.572321,0.814669,68062
environment_1/00127,,,,0,0.060584,0.316042,0.995505,16684,0.514552,1.01437,0.930145,21931,0.767524,1.224003,0.8664,9985,1.923262,2.711683,0.662089,13764,4.739086,6.269548,0.477336,6111,1.101007,2.357615,0.842483,68475
environment_1/00128,,,,0,0.055592,0.178779,0.991382,17406,0.613525,1.162326,0.87758,25723,0.952387,1.632751,0.767084,6951,1.99736,2.856649,0.665659,14551,5.253217,6.705449,0.40825,5673,1.169698,2.466366,0.813097,70304
environment_1/00129,,,,0,0.285933,0.662032,0.921602,25026,0.625796,1.131813,0.841167,18913,1.217529,1.818933,0.761424,10307,2.09474,2.986773,0.66276,12116,5.323654,6.867037,0.423256,5805,1.216958,2.50022,0.794103,72167
environment_1/00130,,,,0,0.510108,1.04958,0.787842,30449,0.400728,0.803149,0.91325,10974,1.147802,1.887366,0.784561,12941,1.576344,2.496411,0.787867,10484,5.255617,6.861501,0.434055,6331,1.188318,2.514715,0.775116,71179
environment_1/00131,4.749331,4.74959,0.0,34,0.371088,1.111037,0.900604,18552,0.513942,1.067393,0.890147,16786,0.638516,1.012082,0.915465,13036,1.508866,2.330683,0.74689,12137,4.925167,6.267867,0.417163,6712,1.120589,2.394923,0.824435,67257
environment_1/00132,,,,0,0.108761,0.327638,0.974239,17546,0.410292,0.825717,0.940694,21330,0.804392,1.282338,0.863822,12234,2.158591,3.210449,0.657921,10825,5.684513,7.246797,0.387361,5744,1.130622,2.577911,0.843304,67679
environment_1/00133,,,,0,0.205989,0.556664,0.951556,21984,0.409143,0.795368,0.928344,16677,0.873374,1.410664,0.832974,12513,3.008634,4.10272,0.500738,11517,6.290883,7.847205,0.382492,4455,1.265252,2.757198,0.808611,67146
environment_1/00134,,,,0,0.312236,0.882936,0.925707,26355,0.516201,0.936573,0.89475,15943,1.5318,2.211854,0.665124,9078,3.27964,4.46012,0.517566,11471,6.929101,8.6722,0.393975,3386,1.380689,2.912373,0.784669,66233
environment_1/00135,4.416973,5.353566,0.001448,1381,0.546429,1.39778,0.85032,24833,0.453183,0.90658,0.927085,16677,1.034015,1.766738,0.78643,8180,2.721691,3.680541,0.530672,12275,6.998078,8.867063,0.374661,3323,1.385182,2.884972,0.761538,66669
environment_1/00136,0.581376,1.015668,0.820337,8605,0.33455,0.724558,0.918558,22740,0.863004,1.49362,0.705743,12258,1.352441,2.230773,0.752339,9618,2.409479,3.516866,0.647166,9846,6.384783,8.594654,0.492506,2869,1.186583,2.552916,0.782865,65936
environment_1/00137,0.316203,0.772414,0.775572,7557,0.50669,1.313764,0.822429,21552,0.422045,0.855958,0.934613,12969,1.229833,2.073575,0.73787,10346,2.631492,3.695163,0.550648,9418,5.814193,8.124521,0.508197,2562,1.105311,2.471505,0.773694,64404
environment_1/00138,,,,0,0.292641,0.651011,0.865635,20355,0.581403,1.037049,0.846331,14759,1.438213,2.266184,0.712262,15601,1.439667,2.304013,0.769814,6334,5.852182,7.82547,0.542643,3072,1.065717,2.329914,0.794498,60121
environment_1/00139,,,,0,0.18109,0.547904,0.926254,18645,0.442029,0.799972,0.901731,18714,0.963005,1.591187,0.801351,11100,1.388358,2.315825,0.761246,5202,5.700375,7.626016,0.521459,3262,0.845963,2.150631,0.855559,56923
environment_1/00140,,,,0,0.275797,0.695396,0.873847,19080,0.484027,1.079965,0.944181,20674,0.687868,1.115782,0.839467,8397,0.563149,1.695625,0.910555,4595,4.231567,6.763606,0.648463,3058,0.65538,1.878394,0.885403,55804
environment_1/00141,,,,0,0.194022,0.513111,0.955538,22109,0.770988,1.668922,0.831035,18856,0.88905,1.532887,0.747875,5529,1.225872,2.774507,0.825466,4343,6.630142,8.99638,0.469019,3486,0.960543,2.668758,0.849567,54323
environment_1/00142,1.33726,1.340417,0.0,34,0.181691,0.302011,0.97108,24758,0.667931,1.320049,0.788757,17487,0.342477,0.789251,0.916505,4120,0.842871,2.544191,0.916588,4244,7.123603,9.653569,0.484334,3830,0.890266,2.77591,0.869348,54473
environment_1/00143,0.833418,1.1869,0.275085,4704,0.522802,1.650695,0.899065,25779,0.496521,0.8417,0.802242,10437,0.629831,1.341023,0.868674,3853,1.939967,3.862824,0.780449,4409,7.698569,9.940036,0.420349,3666,1.169068,3.134383,0.779083,52848
environment_1/00144,0.883274,0.890802,0.0,4027,1.995026,2.538847,0.233614,36616,3.58073,4.536587,0.296857,11167,3.128481,3.489576,0.256045,8975,4.8726,5.623747,0.276855,10110,10.099317,10.689101,0.017369,7024,3.399306,4.671763,0.219305,77919
environment_1/00145,0.571562,1.195114,0.582931,2484,0.560041,1.212261,0.821739,38281,0.902142,1.61661,0.779381,8943,2.311562,2.94148,0.473652,9716,3.432596,4.47925,0.529986,10038,7.964872,9.017631,0.11651,8171,1.96982,3.647922,0.653704,77633
environment_1/00146,1.19098,1.780927,0.732252,493,3.323232,5.046694,0.393587,37458,2.436745,2.932309,0.332377,9065,2.29365,2.888611,0.497134,12214,3.688635,4.629313,0.430685,9464,9.036861,9.656856,0.035188,7531,3.648912,5.174002,0.374287,76225
environment_1/00147,1.13702,2.27738,0.651933,9547,0.424202,1.012765,0.866358,20712,1.58949,2.468048,0.6261,14552,1.938265,2.70196,0.626983,10592,3.334084,4.671667,0.592152,8665,8.506861,9.662984,0.184638,9413,2.344368,4.213836,0.63675,73481
environment_1/00148,0.528512,1.232063,0.612455,26704,0.33569,0.737837,0.882753,11915,1.621131,2.40228,0.654034,14539,2.208776,2.991103,0.578986,8261,4.09231,5.368294,0.402824,6375,8.314304,9.165489,0.108478,7808,1.996456,3.716911,0.589667,75602
environment_1/00149,0.917834,1.573693,0.734793,822,0.363417,0.758638,0.91141,27170,0.867967,1.471292,0.827432,18555,1.724066,2.48946,0.64621,7968,3.740439,4.591418,0.396518,12751,7.455173,8.212129,0.174479,8064,1.968457,3.494423,0.694703,75330
environment_1/00150,2.239615,2.247403,0.0,35,0.331818,0.877646,0.94539,36422,0.992437,1.821876,0.729756,12448,1.513822,2.21602,0.691495,7760,3.323468,4.438681,0.50811,12700,6.951067,8.149274,0.244692,6547,1.633228,3.231384,0.750053,75912
environment_1/00151,0.320444,0.800537,0.957704,662,1.89782,3.259211,0.520637,39638,1.860239,2.411852,0.499239,11163,3.210784,3.922431,0.3854,7548,6.004803,7.05019,0.270677,11486,10.577193,11.729059,0.124627,5697,3.276744,5.068237,0.440612,76194
environment_1/00152,1.260092,3.354074,0.800402,16423,0.441415,1.308559,0.906786,18066,1.623318,2.06385,0.454148,13031,3.021007,3.465258,0.274896,9600,4.448676,5.386335,0.361062,12466,8.248115,9.064764,0.127818,5500,2.392537,3.997839,0.576512,75086
environment_1/00153,0.358833,1.252239,0.859825,36326,0.394793,0.809158,0.87291,16626,1.207326,1.940958,0.697912,9772,1.807916,2.736734,0.651305,4405,3.214222,4.309506,0.511635,9798,7.469621,8.520831,0.187655,4034,1.247342,2.750541,0.755994,80961
environment_1/00154,0.663845,0.67132,0.0,19279,0.931366,1.986643,0.815799,17356,0.664165,1.093188,0.851135,18547,1.40556,2.021936,0.648855,11790,2.545751,3.474874,0.568742,9041,6.096979,7.44637,0.318038,4119,1.322599,2.460472,0.549681,80132
environment_1/00155,,,,0,0.279,0.600527,0.917756,25096,0.564452,0.952827,0.871341,19680,1.527388,2.122192,0.604624,16521,2.633258,3.520384,0.52765,9313,6.137187,7.456805,0.338836,5634,1.343642,2.636576,0.747495,76244
environment_1/00156,1.77324,1.773451,0.0,15,1.607757,3.199176,0.64961,28591,1.526497,2.205022,0.536346,23565,2.49193,3.175568,0.378967,11563,4.492545,5.615637,0.350361,7478,8.054196,9.270763,0.222222,5868,2.486213,4.049523,0.512688,77080
environment_1/00157,0.384854,0.940019,0.79097,10233,1.184686,1.969993,0.604715,28931,0.963669,1.486134,0.779546,17405,2.23946,3.034864,0.499384,7299,4.597381,5.712583,0.35061,8277,9.118686,10.131221,0.142701,5501,2.054777,3.69783,0.59873,77646
environment_1/00158,8.267743,8.547488,0.0,503,0.408036,0.947409,0.865858,29439,0.79809,1.189937,0.732344,20814,1.624938,2.323456,0.63201,10003,3.047791,4.065238,0.527549,11180,6.877839,8.101891,0.259682,5603,1.568794,3.002823,0.701658,77542
environment_1/00159,0.777207,1.10883,0.527043,5140,0.648784,1.071446,0.788181,33878,0.969707,1.400304,0.737289,13315,2.134625,2.929972,0.57958,9902,4.120762,5.075429,0.357573,11304,9.717621,10.464943,0.101008,5653,2.039825,3.669959,0.626073,79192
environment_1/00160,3.710819,4.840622,0.104955,6822,0.771128,1.237187,0.663582,26687,1.079599,1.496841,0.705796,10870,1.944815,2.438822,0.560723,10342,3.979565,4.80284,0.386763,12465,8.580996,9.23538,0.02845,7065,2.531586,3.980886,0.497205,74251
environment_1/00161,1.102646,1.995744,0.589151,19523,0.63393,1.387644,0.751039,21891,0.875551,1.50161,0.817821,12334,2.16172,3.135822,0.624203,9726,4.570422,5.602679,0.346507,11336,7.006346,8.020473,0.23053,6099,1.99941,3.500708,0.610995,80909
environment_1/00162,0.342164,0.523221,0.273865,49141,1.165192,1.935652,0.668101,9295,2.024639,2.991739,0.573627,7864,2.913117,4.442822,0.579193,6844,3.427032,4.869534,0.546382,7546,6.426991,8.243482,0.368972,3629,1.336446,2.838362,0.398546,84319
environment_1/00163,6.028565,6.336199,0.0,3129,0.309379,0.894321,0.944001,20161,0.525834,1.061028,0.885697,17996,0.797187,1.257504,0.862776,13110,2.271085,3.070232,0.591905,13835,4.340263,5.903091,0.52549,6944,1.417679,2.71743,0.773129,75175
environment_1/00164,1.107296,1.107477,0.0,2,0.215842,0.612681,0.940672,21794,0.404436,0.75636,0.929849,21411,0.903103,1.369961,0.798136,9120,2.18106,3.05774,0.642128,16260,4.777518,6.327973,0.468357,5957,1.147318,2.396476,0.817235,74544
environment_1/00165,1.63731,2.687896,0.472655,6747,0.412375,1.049173,0.846337,17226,0.697599,1.123363,0.854776,22517,1.582427,2.422438,0.670094,7975,2.988213,4.298908,0.582709,15627,6.889741,8.554099,0.314863,5739,1.750145,3.351264,0.70251,75831
environment_1/00166,0.159645,0.23555,0.86458,14215,0.610469,1.154787,0.822686,24076,0.861986,1.537215,0.811424,13883,1.712779,2.517991,0.661762,9718,3.41283,4.622441,0.509339,11672,8.651945,9.86892,0.138685,4622,1.603901,3.252033,0.721088,78186
environment_1/00167,1.347716,1.710693,0.013481,2077,0.857104,1.640769,0.683926,30534,0.984914,1.581455,0.750316,13465,1.383801,2.116796,0.743035,12706,3.139357,4.285937,0.525817,12240,8.049627,9.106062,0.165113,6220,1.920054,3.450226,0.620362,77242
environment_1/00168,1.296388,2.387169,0.61313,15385,1.056674,1.86173,0.570588,20393,1.292833,1.884377,0.712388,14224,2.487581,3.298875,0.482613,13775,4.848997,5.881821,0.292565,9092,9.208858,10.506674,0.172876,5368,2.398732,4.022462,0.529647,78237
environment_1/00169,0.370038,0.533382,0.714596,20280,0.84069,1.198777,0.602467,20104,1.119507,1.781434,0.766741,19219,2.424021,3.396534,0.524366,10014,4.404413,5.503717,0.328277,6065,8.982196,10.107943,0.169083,4690,1.729892,3.297776,0.614331,80372
environment_1/00170,0.459346,0.767139,0.588714,21248,0.659904,1.128855,0.767026,18912,1.054072,1.580343,0.723893,21948,2.320464,3.113261,0.485811,7400,4.454182,5.575572,0.351977,6651,9.493081,10.42422,0.106535,4055,1.628964,3.178785,0.614244,80214
environment_1/00171,0.199045,0.274197,0.883931,14388,0.438168,0.825061,0.837646,23227,1.03619,1.743775,0.75662,20885,1.79042,2.464003,0.586661,6912,4.492813,5.425273,0.361797,7413,8.558119,9.664403,0.183564,4271,1.516477,3.097021,0.719843,77096
environment_1/00172,,,,0,0.97432,1.895841,0.764016,32892,1.320268,2.00722,0.628344,16335,1.989125,2.645044,0.607499,8428,3.722882,4.786003,0.449922,10224,6.911019,8.300418,0.299124,5593,2.002046,3.426302,0.6368,73472
environment_1/00173,2.105494,2.575363,0.105028,6484,1.123196,2.266926,0.699005,30160,1.471144,2.147061,0.607572,15213,1.963226,2.853237,0.601791,5472,4.11129,5.512418,0.486583,10397,7.980024,9.463262,0.288525,4880,2.235883,3.831033,0.561469,72606
environment_1/00174,0.276067,0.437733,0.75835,22036,0.930961,1.646334,0.694163,18281,1.628426,2.252872,0.517658,11921,2.372086,3.497833,0.57063,4651,4.96611,5.963946,0.273947,10659,9.618443,10.985818,0.195043,3994,2.025344,3.798654,0.586019,71542
environment_1/00175,2.401829,3.488042,0.289817,766,1.419981,2.3882,0.60972,21851,1.548224,2.101804,0.495204,14075,1.966854,2.602873,0.582728,9368,4.879352,5.766482,0.277929,14698,9.321498,10.485184,0.156086,4568,2.868412,4.375272,0.471053,65326
environment_1/00176,1.972047,3.411374,0.496831,9939,1.022071,2.046734,0.715951,19134,0.867348,1.620498,0.792125,9626,2.250476,3.176801,0.603837,9852,4.823523,6.278044,0.404706,11134,8.359327,9.957302,0.300828,5435,2.592373,4.464965,0.588943,65120
environment_1/00177,0.193808,0.384497,0.580019,22582,0.350046,0.657135,0.800964,18057,1.091343,1.839518,0.720509,8952,2.483458,3.518266,0.584962,7727,3.073071,4.511104,0.662252,8607,4.243574,5.727565,0.51472,4076,1.191461,2.523982,0.661833,70001
environment_1/00178,,,,0,0.107353,0.123014,0.999747,15800,0.281494,0.486808,0.980243,15083,0.861656,1.398221,0.84669,13626,1.934664,2.81788,0.686457,11201,4.238331,5.821776,0.555092,6235,1.061894,2.310602,0.859924,61945
environment_1/00179,,,,0,0.075018,0.149635,0.996132,14995,0.419918,0.781211,0.954112,19003,1.110329,1.592956,0.777263,12746,2.092154,2.958795,0.603731,10132,4.610717,5.894781,0.464435,5736,1.132397,2.303733,0.826615,62612
environment_1/00180,,,,0,0.181235,0.292877,0.991952,17769,0.593125,1.095503,0.874166,20392,1.181354,1.630635,0.723309,10275,2.809751,3.768739,0.561744,9588,5.674851,7.07569,0.376952,5380,1.339417,2.690159,0.793294,63404
environment_1/00181,,,,0,0.539801,1.276487,0.874408,24723,0.862618,1.47919,0.741884,16787,1.937275,2.591015,0.543236,9957,3.78293,4.641544,0.387416,9393,7.622432,8.866754,0.242184,4286,1.770155,3.238358,0.677831,65146
environment_1/00182,0.779678,0.883766,0.574468,47,0.686518,1.166244,0.68914,30985,1.150161,1.870589,0.657631,13944,2.729537,3.448605,0.396444,9618,4.782034,5.751831,0.311004,8061,9.811961,10.77634,0.15901,3635,2.078947,3.672715,0.564912,66290
environment_1/00183,0.41442,0.723153,0.756525,16437,0.617422,0.912099,0.71827,18500,1.258294,1.749911,0.591715,15908,3.156738,3.920039,0.372427,6898,5.538331,6.474149,0.274292,7379,11.027274,11.772495,0.087998,3716,2.06094,3.817113,0.581888,68838
environment_1/00184,1.65088,1.872715,0.095707,4566,0.789305,1.739262,0.799134,22169,1.070323,1.623253,0.752838,17616,2.24053,3.0052,0.573472,8527,4.093584,4.901088,0.355279,9311,9.200644,10.606083,0.250962,4156,2.10037,3.678345,0.612797,66345
environment_1/00185,0.238762,0.344866,0.881095,12203,0.926813,1.686293,0.598954,24486,1.686542,2.537975,0.503491,13748,3.208791,4.244747,0.401765,5894,5.021177,6.29465,0.333601,7479,9.84686,11.478505,0.253582,3699,2.098737,3.942917,0.564977,67509
environment_1/00186,0.669722,0.900253,0.715031,3260,0.805704,1.437762,0.719556,33775,0.880292,1.567915,0.827805,8531,3.085605,3.977056,0.402443,9333,4.429731,5.836865,0.453414,6912,9.121386,10.342356,0.172959,4238,2.04361,3.752095,0.625581,66049
environment_1/00187,1.028165,1.965975,0.672204,8789,0.662626,1.255806,0.755023,23443,1.160018,1.805232,0.713472,11765,2.670078,3.602806,0.515942,9660,3.653305,4.993869,0.558043,5806,8.0295,9.791573,0.302659,3347,1.784698,3.339224,0.656567,62810
environment_1/00188,2.160996,3.513113,0.2355,9983,0.273063,0.591647,0.900687,13835,0.881567,1.623319,0.749203,13481,1.725792,2.718129,0.62137,8264,2.594828,4.66591,0.691757,5168,6.819791,9.183767,0.459407,3572,1.643883,3.428774,0.649375,54303
