b1_sae,b1_sse,b1_d1n,b1_px,b2_sae,b2_sse,b2_d1n,b2_px,b3_sae,b3_sse,b3_d1n,b3_px,b4_sae,b4_sse,b4_d1n,b4_px,b5_sae,b5_sse,b5_d1n,b5_px,b6_sae,b6_sse,b6_d1n,b6_px,all_sae,all_sse,all_d1n,all_px
5.041931,8.473744,0,3,10085.374023,15738.487305,30553,32922,13660.193359,19934.234375,17393,21385,13672.849609,40795.167969,6381,9460,27340.128906,154921.84375,4794,9108,28009.904297,276552.625,1859,4612,92773.484375,507950.8125,60980,77490
3096.263184,5779.328613,5260,7043,15824.080078,28817.085938,24613,32806,11163.345703,21463.75,13716,16775,14830.953125,47364.132812,5203,8787,22170.474609,136591.328125,4193,7366,30228.857422,304271.75,1554,4666,97313.96875,544287.375,54539,77443
7054.856445,32030.710938,14135,16324,5645.994141,6060.207031,21087,22917,8783.804688,16304.806641,11771,14276,7553.073242,25314.804688,4549,6198,20145.480469,106905.9375,4778,7993,30784.957031,291005.84375,1915,5218,79968.164062,477622.3125,58235,72926
2357.96167,2016.806274,5271,8277,6604.367188,7527.868652,26287,27583,9578.59082,17122.585938,14575,16738,9327.306641,30320.210938,5834,7821,22423.054688,116932.195312,5105,8727,38352.226562,343279.9375,1671,6175,88643.507812,517199.625,58743,75321
111.868042,76.559494,143,238,11522.925781,13155.525391,29465,32974,10936.535156,22144.511719,10308,13820,13179.978516,51496.074219,4966,7615,41996.929688,310265.9375,5912,11321,42157.617188,433234.78125,1331,5588,119905.859375,830373.375,52125,71556
3457.998535,5768.781738,10426,11245,17940.271484,37258.835938,15195,25286,14601.745117,47860.605469,8278,12166,6547.448242,22492.925781,5805,6709,36854.109375,224569.25,6465,11790,28938.703125,304572.0625,1299,4206,108340.28125,642522.5,47468,71402
1198.281738,4334.84668,0,339,13182.601562,36377.617188,20061,22779,8521.685547,13997.637695,13236,14881,7346.537109,15996.399414,6480,8181,42207.171875,195482.421875,9372,16483,21280.832031,180422.15625,1661,4053,93737.109375,446611.0625,50810,66716
5216.171875,28579.066406,0,957,9825.511719,30251.833984,17540,19534,12220.429688,39304.304688,11279,13923,14923.404297,39898.171875,9809,12525,33712.492188,116998.242188,9977,15850,17544.074219,125417.296875,1417,3463,93442.085938,380448.90625,50022,66252
0.0,0.0,0,0,5224.798828,12006.183594,20701,22030,7973.926758,12919.660156,11462,13497,16762.78125,37493.019531,12147,15231,31740.796875,125658.109375,8132,13828,14783.123047,140049.359375,1520,2948,76485.421875,328126.3125,53962,67534
2092.967285,4143.663574,0,1069,7476.83252,15649.972656,19851,21671,14193.039062,32911.886719,13248,17327,18905.660156,52912.890625,10438,14277,27751.640625,135067.5625,5598,10480,20437.261719,224396.015625,1362,3085,90857.40625,465082.0,50497,67909
